epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.77833,1.93579,4.44727,1.78978,0,0,0,0,2.56527,5.00718,2.70674,5.454e-05,5.454e-05,5.454e-05
