epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.61871,3.46819,8.86876,2.81017,0,0,0,0,3.22738,6.08555,3.14986,9.09e-06,9.09e-06,9.09e-06
