epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.74315,3.68508,5.82308,2.8998,0,0,0,0,4.02223,5.25827,3.4592,5.454e-05,5.454e-05,5.454e-05
